Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 5 for remote forward to localhost:9000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://huhgl-20-61-127-52.a.free.pinggy.link
https://huhgl-20-61-127-52.a.free.pinggy.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 1795, SB: 41747, TC: 2, AC: 2               
RB: 1795, SB: 79434, TC: 2, AC: 2               
RB: 27222, SB: 260326, TC: 12, AC: 1               
RB: 27222, SB: 260326, TC: 13, AC: 2               
RB: 27248, SB: 260326, TC: 11, AC: 2               
RB: 27248, SB: 260326, TC: 11, AC: 1               
RB: 27248, SB: 260326, TC: 12, AC: 2               
RB: 27274, SB: 260326, TC: 11, AC: 2               
RB: 27300, SB: 260326, TC: 11, AC: 2               
RB: 27326, SB: 260326, TC: 11, AC: 2               
RB: 27352, SB: 260326, TC: 11, AC: 2               
RB: 27378, SB: 260326, TC: 11, AC: 2               
RB: 27378, SB: 260326, TC: 11, AC: 2               
RB: 28237, SB: 260326, TC: 12, AC: 3               
RB: 28237, SB: 260326, TC: 12, AC: 3               
RB: 28237, SB: 260748, TC: 12, AC: 3               
RB: 28263, SB: 260748, TC: 12, AC: 3               
RB: 28289, SB: 260748, TC: 12, AC: 3               
RB: 28315, SB: 260748, TC: 12, AC: 3               
RB: 28315, SB: 260748, TC: 12, AC: 2               
RB: 28367, SB: 260748, TC: 12, AC: 2               
RB: 28419, SB: 260748, TC: 12, AC: 2               
RB: 28471, SB: 260748, TC: 12, AC: 2               
RB: 28497, SB: 260748, TC: 12, AC: 2               
RB: 28523, SB: 260748, TC: 12, AC: 2               
RB: 28523, SB: 260748, TC: 12, AC: 1               
RB: 28523, SB: 260748, TC: 13, AC: 2               
RB: 28549, SB: 260748, TC: 12, AC: 2               
RB: 28575, SB: 260748, TC: 12, AC: 2               
RB: 28601, SB: 260748, TC: 12, AC: 2               
RB: 28627, SB: 260748, TC: 12, AC: 2               
RB: 28653, SB: 260748, TC: 12, AC: 2               
RB: 28679, SB: 260748, TC: 12, AC: 2               
RB: 28705, SB: 260748, TC: 12, AC: 2               
RB: 28705, SB: 260748, TC: 12, AC: 2               
RB: 29473, SB: 260748, TC: 13, AC: 3               
RB: 29473, SB: 260748, TC: 13, AC: 3               
RB: 29473, SB: 260748, TC: 13, AC: 3               
RB: 29473, SB: 260748, TC: 13, AC: 3               
RB: 30201, SB: 261159, TC: 13, AC: 3               
RB: 30201, SB: 261159, TC: 13, AC: 2               
RB: 30201, SB: 261159, TC: 14, AC: 3               
RB: 30201, SB: 261159, TC: 14, AC: 3               
RB: 30201, SB: 261159, TC: 14, AC: 3               
RB: 30201, SB: 261159, TC: 14, AC: 3               
RB: 30201, SB: 261159, TC: 14, AC: 3               
RB: 31691, SB: 261727, TC: 15, AC: 5               
RB: 31691, SB: 261727, TC: 15, AC: 4               
RB: 31691, SB: 261727, TC: 16, AC: 5               
RB: 31717, SB: 261727, TC: 15, AC: 4               
RB: 31717, SB: 261727, TC: 15, AC: 3               
RB: 31717, SB: 261727, TC: 16, AC: 4               
RB: 31717, SB: 261727, TC: 16, AC: 4               
RB: 31717, SB: 261727, TC: 16, AC: 3               
RB: 31717, SB: 261727, TC: 17, AC: 4               
RB: 31717, SB: 261727, TC: 17, AC: 4               
RB: 31717, SB: 261727, TC: 17, AC: 4               
RB: 32819, SB: 261727, TC: 16, AC: 5               
RB: 32819, SB: 261727, TC: 16, AC: 5               
RB: 32819, SB: 261727, TC: 16, AC: 4               
RB: 32819, SB: 261727, TC: 17, AC: 5               
RB: 32819, SB: 261727, TC: 17, AC: 5               
RB: 32819, SB: 261727, TC: 17, AC: 5               
RB: 33677, SB: 262138, TC: 16, AC: 4               
RB: 33677, SB: 262138, TC: 16, AC: 4               
RB: 33677, SB: 262138, TC: 16, AC: 4               
RB: 34533, SB: 262284, TC: 17, AC: 5               
RB: 34559, SB: 262284, TC: 17, AC: 5               
RB: 34559, SB: 262284, TC: 17, AC: 4               
RB: 34585, SB: 262284, TC: 17, AC: 4               
RB: 34611, SB: 262284, TC: 17, AC: 4               
RB: 34611, SB: 262284, TC: 17, AC: 3               
RB: 34637, SB: 262284, TC: 17, AC: 3               
RB: 34663, SB: 262284, TC: 17, AC: 3               
RB: 34689, SB: 262284, TC: 17, AC: 3               
RB: 34715, SB: 262284, TC: 17, AC: 3               
RB: 34741, SB: 262284, TC: 17, AC: 3               
RB: 34767, SB: 262284, TC: 17, AC: 3               
RB: 34793, SB: 262284, TC: 17, AC: 3               
RB: 34819, SB: 262284, TC: 17, AC: 3               
RB: 34845, SB: 262284, TC: 17, AC: 3               
RB: 34871, SB: 262284, TC: 17, AC: 3               
RB: 34897, SB: 262284, TC: 17, AC: 3               
RB: 34923, SB: 262284, TC: 17, AC: 3               
RB: 34923, SB: 262286, TC: 17, AC: 3               
RB: 34949, SB: 262286, TC: 17, AC: 3               
RB: 34975, SB: 262286, TC: 17, AC: 3               
RB: 35001, SB: 262286, TC: 17, AC: 3               
RB: 35027, SB: 262286, TC: 17, AC: 3               
RB: 35053, SB: 262286, TC: 17, AC: 3               
RB: 35079, SB: 262286, TC: 17, AC: 3               
RB: 35105, SB: 262286, TC: 17, AC: 3               
RB: 35131, SB: 262286, TC: 17, AC: 3               
RB: 35131, SB: 262286, TC: 17, AC: 2               
RB: 35131, SB: 262286, TC: 18, AC: 3               
RB: 35157, SB: 262286, TC: 17, AC: 3               
RB: 35183, SB: 262286, TC: 17, AC: 3               
RB: 35183, SB: 262286, TC: 17, AC: 2               
RB: 35183, SB: 262286, TC: 18, AC: 3               
RB: 35183, SB: 262286, TC: 17, AC: 2               
RB: 35209, SB: 262286, TC: 17, AC: 2               
RB: 35235, SB: 262286, TC: 17, AC: 2               
RB: 35261, SB: 262286, TC: 17, AC: 2               
RB: 35287, SB: 262286, TC: 17, AC: 2               
RB: 35313, SB: 262286, TC: 17, AC: 2               
RB: 35339, SB: 262286, TC: 17, AC: 2               
RB: 35365, SB: 262286, TC: 17, AC: 2               
RB: 35365, SB: 262286, TC: 17, AC: 1               
RB: 35365, SB: 262286, TC: 18, AC: 2               
RB: 35365, SB: 262286, TC: 18, AC: 1               
RB: 35365, SB: 262286, TC: 19, AC: 2               
RB: 35365, SB: 262286, TC: 19, AC: 1               
RB: 35365, SB: 262286, TC: 20, AC: 2               
RB: 35365, SB: 262286, TC: 17, AC: 1               
RB: 35391, SB: 262286, TC: 17, AC: 1               
RB: 35391, SB: 262286, TC: 17, AC: 0               
RB: 35391, SB: 262286, TC: 18, AC: 1               
RB: 35397, SB: 262286, TC: 17, AC: 1               
RB: 35397, SB: 262286, TC: 17, AC: 0               
RB: 35397, SB: 262286, TC: 17, AC: 0               
RB: 35397, SB: 262286, TC: 17, AC: 0               
RB: 35397, SB: 262286, TC: 17, AC: 0               
RB: 35397, SB: 262286, TC: 17, AC: 0               
RB: 36893, SB: 262697, TC: 18, AC: 1               
RB: 36893, SB: 262697, TC: 18, AC: 1               
RB: 36893, SB: 262697, TC: 18, AC: 1               
RB: 36893, SB: 262697, TC: 18, AC: 1               
RB: 36893, SB: 262697, TC: 18, AC: 1               
RB: 38383, SB: 263265, TC: 20, AC: 3               
RB: 38383, SB: 263265, TC: 20, AC: 2               
RB: 38383, SB: 263265, TC: 21, AC: 3               
RB: 38383, SB: 263265, TC: 21, AC: 2               
RB: 38383, SB: 263265, TC: 22, AC: 3               
RB: 38383, SB: 263265, TC: 20, AC: 2               
RB: 38383, SB: 263265, TC: 20, AC: 1               
RB: 38409, SB: 263265, TC: 20, AC: 1               
RB: 40125, SB: 263265, TC: 20, AC: 1               
RB: 40151, SB: 263265, TC: 20, AC: 1               
RB: 40151, SB: 263350, TC: 20, AC: 1               
RB: 40177, SB: 263350, TC: 20, AC: 1               
RB: 40203, SB: 263350, TC: 20, AC: 1               
RB: 40229, SB: 263350, TC: 20, AC: 1               
RB: 40255, SB: 263350, TC: 20, AC: 1               
RB: 40281, SB: 263350, TC: 20, AC: 1               
RB: 40307, SB: 263350, TC: 20, AC: 1               
RB: 40333, SB: 263350, TC: 20, AC: 1               
RB: 40333, SB: 263350, TC: 20, AC: 1               
RB: 41435, SB: 263350, TC: 21, AC: 2               
RB: 41435, SB: 263350, TC: 21, AC: 2               
RB: 41435, SB: 263350, TC: 21, AC: 2               
RB: 41435, SB: 263350, TC: 21, AC: 2               
RB: 42285, SB: 263761, TC: 21, AC: 2               
RB: 42285, SB: 263761, TC: 21, AC: 2               
RB: 42285, SB: 263761, TC: 21, AC: 2               
RB: 43141, SB: 263907, TC: 22, AC: 3               
RB: 43167, SB: 263907, TC: 22, AC: 3               
RB: 43193, SB: 263907, TC: 22, AC: 3               
RB: 43219, SB: 263907, TC: 22, AC: 2               
RB: 43245, SB: 263907, TC: 22, AC: 2               
RB: 43271, SB: 263907, TC: 22, AC: 2               
RB: 43297, SB: 263907, TC: 22, AC: 2               
RB: 43323, SB: 263907, TC: 22, AC: 2               
RB: 43349, SB: 263907, TC: 22, AC: 2               
RB: 43375, SB: 263907, TC: 22, AC: 2               
RB: 43401, SB: 263907, TC: 22, AC: 2               
RB: 43427, SB: 263907, TC: 22, AC: 2               
RB: 43453, SB: 263907, TC: 22, AC: 2               
RB: 43479, SB: 263907, TC: 22, AC: 2               
RB: 43505, SB: 263907, TC: 22, AC: 2               
RB: 43505, SB: 263907, TC: 22, AC: 1               
RB: 43505, SB: 263907, TC: 23, AC: 2               
RB: 43531, SB: 263907, TC: 22, AC: 2               
RB: 43557, SB: 263907, TC: 22, AC: 2               
RB: 43583, SB: 263907, TC: 22, AC: 2               
RB: 43609, SB: 263907, TC: 22, AC: 2               
RB: 43635, SB: 263907, TC: 22, AC: 2               
RB: 43661, SB: 263907, TC: 22, AC: 2               
RB: 43687, SB: 263907, TC: 22, AC: 2               
RB: 43713, SB: 263907, TC: 22, AC: 2               
RB: 43739, SB: 263907, TC: 22, AC: 2               
RB: 43765, SB: 263907, TC: 22, AC: 2               
RB: 43791, SB: 263907, TC: 22, AC: 2               
RB: 43817, SB: 263907, TC: 22, AC: 2               
RB: 43843, SB: 263907, TC: 22, AC: 2               
RB: 43843, SB: 263907, TC: 22, AC: 1               
RB: 43843, SB: 263907, TC: 23, AC: 2               
RB: 43843, SB: 263907, TC: 22, AC: 1               
RB: 43869, SB: 263907, TC: 22, AC: 1               
RB: 43895, SB: 263907, TC: 22, AC: 1               
RB: 43921, SB: 263907, TC: 22, AC: 1               
RB: 43947, SB: 263907, TC: 22, AC: 1               
RB: 43973, SB: 263907, TC: 22, AC: 1               
RB: 43999, SB: 263907, TC: 22, AC: 1               
RB: 44025, SB: 263907, TC: 22, AC: 1               
RB: 44051, SB: 263907, TC: 22, AC: 1               
RB: 44077, SB: 263907, TC: 22, AC: 1               
RB: 44103, SB: 263907, TC: 22, AC: 1               
RB: 44129, SB: 263907, TC: 22, AC: 1               
RB: 44129, SB: 263907, TC: 22, AC: 1               
RB: 44129, SB: 263907, TC: 22, AC: 1               
RB: 44897, SB: 264173, TC: 23, AC: 2               
RB: 44897, SB: 264173, TC: 23, AC: 2               
RB: 44897, SB: 264173, TC: 23, AC: 2               
RB: 45625, SB: 264318, TC: 23, AC: 2               
RB: 45625, SB: 264318, TC: 23, AC: 2               
RB: 45625, SB: 264318, TC: 23, AC: 2               
RB: 45625, SB: 264318, TC: 23, AC: 2               
RB: 47115, SB: 264869, TC: 25, AC: 4               
RB: 47115, SB: 264869, TC: 25, AC: 4               
RB: 47115, SB: 264886, TC: 25, AC: 4               
RB: 47115, SB: 264886, TC: 25, AC: 3               
RB: 47115, SB: 264886, TC: 26, AC: 4               
RB: 47115, SB: 264886, TC: 26, AC: 3               
RB: 47115, SB: 264886, TC: 27, AC: 4               
RB: 47141, SB: 264886, TC: 25, AC: 4               
RB: 47141, SB: 264886, TC: 25, AC: 2               
RB: 47167, SB: 264886, TC: 25, AC: 2               
RB: 47193, SB: 264886, TC: 25, AC: 2               
RB: 47219, SB: 264886, TC: 25, AC: 2               
RB: 47245, SB: 264886, TC: 25, AC: 2               
RB: 47271, SB: 264886, TC: 25, AC: 2               
RB: 47271, SB: 264886, TC: 25, AC: 1               
RB: 47271, SB: 264886, TC: 26, AC: 2               
RB: 47303, SB: 264886, TC: 25, AC: 2               
RB: 47303, SB: 264886, TC: 25, AC: 1               
RB: 47329, SB: 264886, TC: 25, AC: 1               
RB: 47355, SB: 264886, TC: 25, AC: 1               
RB: 47381, SB: 264886, TC: 25, AC: 1               
RB: 47407, SB: 264886, TC: 25, AC: 1               
RB: 47407, SB: 264886, TC: 25, AC: 0               
RB: 47407, SB: 264886, TC: 26, AC: 1               
RB: 47433, SB: 264886, TC: 25, AC: 1               
RB: 47459, SB: 264886, TC: 25, AC: 1               
RB: 47459, SB: 264886, TC: 25, AC: 0               
RB: 47459, SB: 264886, TC: 26, AC: 1               
RB: 47465, SB: 264888, TC: 25, AC: 1               
RB: 47465, SB: 264888, TC: 25, AC: 0               
RB: 47465, SB: 264888, TC: 25, AC: 4294967295               
RB: 47465, SB: 264888, TC: 26, AC: 0               
RB: 47465, SB: 264888, TC: 26, AC: 4294967295               
RB: 47465, SB: 264888, TC: 27, AC: 0               
RB: 47465, SB: 264888, TC: 27, AC: 4294967295               
RB: 47465, SB: 264888, TC: 28, AC: 0               
RB: 47465, SB: 264888, TC: 28, AC: 0               
RB: 47465, SB: 264888, TC: 28, AC: 0               
RB: 47465, SB: 264888, TC: 28, AC: 0               
RB: 47465, SB: 264888, TC: 28, AC: 0               
RB: 49417, SB: 265299, TC: 26, AC: 1               
RB: 49417, SB: 265299, TC: 26, AC: 1               
RB: 49417, SB: 265299, TC: 27, AC: 2               
RB: 49417, SB: 265299, TC: 27, AC: 2               
RB: 50273, SB: 265445, TC: 27, AC: 2               
RB: 50299, SB: 265445, TC: 27, AC: 2               
RB: 50299, SB: 265445, TC: 27, AC: 1               
RB: 50325, SB: 265445, TC: 27, AC: 1               
RB: 50325, SB: 265445, TC: 27, AC: 1               
RB: 50325, SB: 265445, TC: 27, AC: 1               
RB: 50325, SB: 265445, TC: 27, AC: 1               
RB: 50325, SB: 265445, TC: 27, AC: 1               
RB: 51947, SB: 265856, TC: 28, AC: 2               
RB: 51947, SB: 265856, TC: 28, AC: 2               
RB: 51947, SB: 265856, TC: 28, AC: 2               
RB: 51947, SB: 265856, TC: 28, AC: 2               
RB: 51947, SB: 265856, TC: 28, AC: 2               
RB: 53536, SB: 266424, TC: 30, AC: 4               
RB: 53562, SB: 266424, TC: 30, AC: 4               
RB: 53562, SB: 266424, TC: 30, AC: 3               
RB: 53588, SB: 266424, TC: 30, AC: 3               
RB: 53588, SB: 266424, TC: 30, AC: 2               
RB: 53614, SB: 266424, TC: 30, AC: 2               
RB: 53666, SB: 266424, TC: 30, AC: 2               
RB: 53718, SB: 266424, TC: 30, AC: 2               
RB: 53744, SB: 266424, TC: 30, AC: 2               
RB: 53744, SB: 266424, TC: 30, AC: 1               
RB: 53744, SB: 266424, TC: 31, AC: 2               
RB: 53750, SB: 266424, TC: 30, AC: 2               
RB: 53750, SB: 266424, TC: 30, AC: 1               
RB: 53750, SB: 266424, TC: 31, AC: 2               
RB: 53750, SB: 266424, TC: 31, AC: 2               
RB: 53750, SB: 266424, TC: 31, AC: 2               
RB: 53750, SB: 266424, TC: 31, AC: 2               
RB: 53750, SB: 266424, TC: 31, AC: 2               
RB: 55246, SB: 266835, TC: 31, AC: 2               
RB: 55246, SB: 266835, TC: 31, AC: 1               
RB: 55246, SB: 266835, TC: 32, AC: 2               
RB: 55246, SB: 266835, TC: 32, AC: 2               
RB: 55246, SB: 266835, TC: 32, AC: 2               
RB: 55246, SB: 266835, TC: 32, AC: 2               
RB: 55246, SB: 266835, TC: 32, AC: 2               
RB: 56836, SB: 267403, TC: 33, AC: 4               
RB: 56862, SB: 267403, TC: 33, AC: 4               
RB: 56888, SB: 267403, TC: 33, AC: 4               
RB: 56888, SB: 267403, TC: 33, AC: 2               
RB: 56914, SB: 267403, TC: 33, AC: 2               
RB: 56940, SB: 267403, TC: 33, AC: 2               
RB: 56966, SB: 267403, TC: 33, AC: 2               
RB: 56992, SB: 267403, TC: 33, AC: 2               
RB: 57018, SB: 267403, TC: 33, AC: 2               
RB: 57018, SB: 267403, TC: 33, AC: 1               
RB: 57018, SB: 267403, TC: 34, AC: 2               
RB: 57024, SB: 267403, TC: 33, AC: 2               
RB: 57024, SB: 267403, TC: 33, AC: 1               
RB: 57050, SB: 267403, TC: 33, AC: 1               
RB: 57050, SB: 267403, TC: 33, AC: 0               
RB: 57050, SB: 267403, TC: 34, AC: 1               
RB: 57050, SB: 267403, TC: 34, AC: 0               
RB: 57050, SB: 267403, TC: 35, AC: 1               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 57050, SB: 267403, TC: 36, AC: 1               
RB: 57050, SB: 267403, TC: 33, AC: 0               
RB: 57050, SB: 267403, TC: 33, AC: 4294967295               
RB: 57050, SB: 267403, TC: 34, AC: 0               
RB: 57050, SB: 267403, TC: 34, AC: 4294967295               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 57050, SB: 267403, TC: 35, AC: 0               
RB: 58646, SB: 267814, TC: 34, AC: 1               
RB: 58646, SB: 267814, TC: 34, AC: 1               
RB: 58646, SB: 267814, TC: 34, AC: 1               
RB: 58646, SB: 267814, TC: 34, AC: 1               
RB: 58646, SB: 267814, TC: 34, AC: 1               
RB: 60236, SB: 268382, TC: 36, AC: 3               
RB: 60236, SB: 268382, TC: 36, AC: 2               
RB: 60236, SB: 268382, TC: 37, AC: 3               
RB: 60242, SB: 268382, TC: 36, AC: 3               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 60242, SB: 268382, TC: 36, AC: 2               
RB: 62448, SB: 268793, TC: 36, AC: 2               
RB: 62448, SB: 268793, TC: 36, AC: 2               
RB: 62448, SB: 268793, TC: 36, AC: 2               
RB: 62448, SB: 268793, TC: 36, AC: 2               
RB: 63427, SB: 269361, TC: 37, AC: 3               
RB: 63453, SB: 269361, TC: 37, AC: 3               
RB: 63453, SB: 269361, TC: 37, AC: 1               
RB: 63479, SB: 269361, TC: 37, AC: 1               
RB: 63479, SB: 269361, TC: 37, AC: 0               
RB: 63479, SB: 269361, TC: 38, AC: 1               
RB: 63511, SB: 269361, TC: 37, AC: 1               
RB: 63511, SB: 269361, TC: 37, AC: 0               
RB: 63511, SB: 269361, TC: 37, AC: 4294967295               
RB: 63511, SB: 269361, TC: 38, AC: 0               
RB: 63511, SB: 269361, TC: 38, AC: 0               
RB: 63511, SB: 269361, TC: 38, AC: 0               
RB: 63511, SB: 269361, TC: 38, AC: 0               
RB: 63511, SB: 269361, TC: 38, AC: 0               
RB: 65107, SB: 269772, TC: 38, AC: 1               
RB: 65107, SB: 269772, TC: 38, AC: 0               
RB: 65107, SB: 269772, TC: 39, AC: 1               
RB: 65107, SB: 269772, TC: 39, AC: 1               
RB: 65107, SB: 269772, TC: 39, AC: 1               
RB: 65107, SB: 269772, TC: 39, AC: 1               
RB: 65107, SB: 269772, TC: 39, AC: 1               
RB: 66697, SB: 270340, TC: 40, AC: 3               
RB: 66723, SB: 270340, TC: 40, AC: 3               
RB: 66723, SB: 270340, TC: 40, AC: 2               
RB: 66723, SB: 270340, TC: 40, AC: 1               
RB: 69125, SB: 270340, TC: 40, AC: 1               
RB: 69151, SB: 270340, TC: 40, AC: 1               
RB: 69151, SB: 270425, TC: 40, AC: 1               
RB: 69177, SB: 270425, TC: 40, AC: 1               
RB: 69203, SB: 270425, TC: 40, AC: 1               
RB: 70613, SB: 270425, TC: 40, AC: 1               
RB: 71630, SB: 270425, TC: 40, AC: 1               
RB: 71630, SB: 270425, TC: 40, AC: 0               
RB: 71630, SB: 270425, TC: 41, AC: 1               
RB: 71630, SB: 270425, TC: 41, AC: 0               
RB: 71630, SB: 270425, TC: 42, AC: 1               
RB: 71630, SB: 270425, TC: 42, AC: 0               
RB: 71630, SB: 270425, TC: 43, AC: 1               
RB: 71630, SB: 270425, TC: 43, AC: 0               
RB: 71630, SB: 270425, TC: 44, AC: 1               
RB: 71656, SB: 270425, TC: 40, AC: 1               
RB: 71656, SB: 270510, TC: 40, AC: 1               
RB: 71682, SB: 270510, TC: 40, AC: 1               
RB: 71708, SB: 270510, TC: 40, AC: 1               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 71708, SB: 270510, TC: 41, AC: 1               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 71708, SB: 270510, TC: 40, AC: 0               
RB: 73660, SB: 270921, TC: 41, AC: 1               
RB: 73660, SB: 270921, TC: 41, AC: 1               
RB: 73660, SB: 270921, TC: 41, AC: 1               
RB: 74516, SB: 271067, TC: 42, AC: 2               
RB: 74542, SB: 271067, TC: 42, AC: 2               
RB: 74542, SB: 271067, TC: 42, AC: 2               
RB: 75310, SB: 271067, TC: 43, AC: 3               
RB: 75310, SB: 271067, TC: 43, AC: 3               
RB: 75310, SB: 271067, TC: 43, AC: 3               
RB: 75310, SB: 271067, TC: 43, AC: 3               
RB: 76038, SB: 271478, TC: 43, AC: 2               
RB: 76038, SB: 271478, TC: 43, AC: 1               
RB: 76038, SB: 271478, TC: 44, AC: 2               
RB: 76038, SB: 271478, TC: 44, AC: 2               
RB: 76038, SB: 271478, TC: 44, AC: 2               
RB: 76038, SB: 271478, TC: 44, AC: 2               
RB: 76038, SB: 271478, TC: 44, AC: 2               
RB: 77528, SB: 272046, TC: 45, AC: 4               
RB: 77554, SB: 272046, TC: 45, AC: 3               
RB: 77554, SB: 272046, TC: 45, AC: 2               
RB: 77554, SB: 272046, TC: 46, AC: 3               
RB: 77554, SB: 272046, TC: 45, AC: 2               
RB: 77554, SB: 272046, TC: 45, AC: 1               
RB: 77554, SB: 272046, TC: 46, AC: 2               
RB: 77586, SB: 272046, TC: 45, AC: 2               
RB: 77612, SB: 272046, TC: 45, AC: 2               
RB: 77612, SB: 272046, TC: 45, AC: 1               
RB: 77612, SB: 272046, TC: 45, AC: 1               
RB: 77612, SB: 272046, TC: 45, AC: 1               
RB: 78380, SB: 272312, TC: 46, AC: 2               
