Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 5 for remote forward to localhost:3000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://thbuz-4-210-177-138.a.free.pinggy.link
https://thbuz-4-210-177-138.a.free.pinggy.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 4294967295               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 313, SB: 1414, TC: 1, AC: 1               
RB: 313, SB: 1414, TC: 1, AC: 0               
RB: 313, SB: 1414, TC: 1, AC: 0               
RB: 9180, SB: 34033, TC: 5, AC: 1               
RB: 9180, SB: 34033, TC: 5, AC: 1               
RB: 9635, SB: 34455, TC: 6, AC: 2               
RB: 9635, SB: 34455, TC: 6, AC: 1               
RB: 9635, SB: 34455, TC: 7, AC: 2               
RB: 9635, SB: 34455, TC: 7, AC: 1               
RB: 9635, SB: 34455, TC: 8, AC: 2               
RB: 9635, SB: 34455, TC: 8, AC: 2               
RB: 9635, SB: 34455, TC: 8, AC: 2               
RB: 10307, SB: 35869, TC: 7, AC: 3               
RB: 10307, SB: 35869, TC: 7, AC: 3               
RB: 10307, SB: 35869, TC: 7, AC: 3               
RB: 11004, SB: 40699, TC: 7, AC: 2               
RB: 11004, SB: 40699, TC: 7, AC: 2               
RB: 11004, SB: 40699, TC: 7, AC: 2               
RB: 11740, SB: 59267, TC: 8, AC: 3               
RB: 11740, SB: 59267, TC: 8, AC: 3               
RB: 11740, SB: 59267, TC: 8, AC: 3               
RB: 11740, SB: 59267, TC: 8, AC: 3               
RB: 11740, SB: 59267, TC: 8, AC: 3               
RB: 13188, SB: 59927, TC: 10, AC: 5               
RB: 13188, SB: 59927, TC: 10, AC: 4               
RB: 13188, SB: 59927, TC: 11, AC: 5               
RB: 13237, SB: 65214, TC: 10, AC: 5               
RB: 13237, SB: 65214, TC: 10, AC: 4               
RB: 13237, SB: 65214, TC: 11, AC: 5               
RB: 13237, SB: 65214, TC: 11, AC: 4               
RB: 13237, SB: 65214, TC: 12, AC: 5               
RB: 13237, SB: 65214, TC: 10, AC: 4               
RB: 13237, SB: 65214, TC: 10, AC: 2               
RB: 13453, SB: 65237, TC: 10, AC: 2               
RB: 26636, SB: 75197, TC: 10, AC: 2               
RB: 26913, SB: 75243, TC: 10, AC: 2               
RB: 26920, SB: 75246, TC: 10, AC: 2               
RB: 26920, SB: 75249, TC: 10, AC: 2               
RB: 26927, SB: 75249, TC: 10, AC: 2               
RB: 26927, SB: 75249, TC: 10, AC: 1               
RB: 26927, SB: 75249, TC: 11, AC: 2               
RB: 26933, SB: 75249, TC: 10, AC: 2               
RB: 26933, SB: 75249, TC: 10, AC: 2               
RB: 27691, SB: 75300, TC: 11, AC: 3               
RB: 27691, SB: 75300, TC: 11, AC: 3               
RB: 27691, SB: 75300, TC: 11, AC: 3               
RB: 27691, SB: 75300, TC: 11, AC: 3               
RB: 28475, SB: 75834, TC: 11, AC: 3               
RB: 28475, SB: 75834, TC: 11, AC: 3               
RB: 28475, SB: 75834, TC: 11, AC: 3               
RB: 29305, SB: 76100, TC: 12, AC: 3               
RB: 29305, SB: 76100, TC: 12, AC: 3               
RB: 29305, SB: 76100, TC: 12, AC: 3               
RB: 29305, SB: 76100, TC: 12, AC: 3               
RB: 29305, SB: 76100, TC: 12, AC: 3               
RB: 30753, SB: 76760, TC: 14, AC: 5               
RB: 30753, SB: 76760, TC: 14, AC: 4               
RB: 30753, SB: 76760, TC: 15, AC: 5               
RB: 30753, SB: 76760, TC: 15, AC: 4               
RB: 30753, SB: 76760, TC: 16, AC: 5               
RB: 30802, SB: 82047, TC: 14, AC: 5               
RB: 30802, SB: 82047, TC: 14, AC: 4               
RB: 30802, SB: 82047, TC: 15, AC: 5               
RB: 30802, SB: 82047, TC: 14, AC: 3               
RB: 36065, SB: 84565, TC: 14, AC: 3               
RB: 38852, SB: 87127, TC: 14, AC: 2               
RB: 43927, SB: 92032, TC: 14, AC: 2               
RB: 44481, SB: 92078, TC: 14, AC: 2               
RB: 44488, SB: 92081, TC: 14, AC: 2               
RB: 44488, SB: 92084, TC: 14, AC: 2               
RB: 44495, SB: 92084, TC: 14, AC: 2               
RB: 44495, SB: 92084, TC: 14, AC: 1               
RB: 44495, SB: 92084, TC: 15, AC: 2               
RB: 44501, SB: 92084, TC: 14, AC: 2               
RB: 44501, SB: 92135, TC: 14, AC: 2               
RB: 44501, SB: 92135, TC: 14, AC: 1               
RB: 44508, SB: 92138, TC: 14, AC: 1               
RB: 44515, SB: 92141, TC: 14, AC: 1               
RB: 44522, SB: 92144, TC: 14, AC: 1               
RB: 44529, SB: 92147, TC: 14, AC: 1               
RB: 44536, SB: 92150, TC: 14, AC: 1               
RB: 44543, SB: 92153, TC: 14, AC: 1               
RB: 44543, SB: 92153, TC: 14, AC: 0               
RB: 44543, SB: 92153, TC: 15, AC: 1               
RB: 44543, SB: 92153, TC: 15, AC: 0               
RB: 44543, SB: 92153, TC: 16, AC: 1               
RB: 44550, SB: 92156, TC: 14, AC: 1               
RB: 44557, SB: 92159, TC: 14, AC: 1               
RB: 44564, SB: 92162, TC: 14, AC: 1               
RB: 44571, SB: 92165, TC: 14, AC: 1               
RB: 44578, SB: 92168, TC: 14, AC: 1               
RB: 44585, SB: 92171, TC: 14, AC: 1               
RB: 44585, SB: 92174, TC: 14, AC: 1               
RB: 44592, SB: 92174, TC: 14, AC: 1               
RB: 44599, SB: 92177, TC: 14, AC: 1               
RB: 44606, SB: 92180, TC: 14, AC: 1               
RB: 44613, SB: 92183, TC: 14, AC: 1               
RB: 44620, SB: 92186, TC: 14, AC: 1               
RB: 44627, SB: 92189, TC: 14, AC: 1               
RB: 44634, SB: 92192, TC: 14, AC: 1               
RB: 44634, SB: 92195, TC: 14, AC: 1               
RB: 44641, SB: 92195, TC: 14, AC: 1               
RB: 44648, SB: 92198, TC: 14, AC: 1               
RB: 44655, SB: 92201, TC: 14, AC: 1               
RB: 44662, SB: 92204, TC: 14, AC: 1               
RB: 44669, SB: 92207, TC: 14, AC: 1               
RB: 44676, SB: 92210, TC: 14, AC: 1               
RB: 44683, SB: 92213, TC: 14, AC: 1               
RB: 44690, SB: 92216, TC: 14, AC: 1               
RB: 44690, SB: 92219, TC: 14, AC: 1               
RB: 44697, SB: 92219, TC: 14, AC: 1               
RB: 44704, SB: 92222, TC: 14, AC: 1               
RB: 44711, SB: 92225, TC: 14, AC: 1               
RB: 44718, SB: 92228, TC: 14, AC: 1               
RB: 44725, SB: 92231, TC: 14, AC: 1               
RB: 44732, SB: 92234, TC: 14, AC: 1               
RB: 44739, SB: 92237, TC: 14, AC: 1               
RB: 44746, SB: 92240, TC: 14, AC: 1               
RB: 44753, SB: 92243, TC: 14, AC: 1               
RB: 44760, SB: 92246, TC: 14, AC: 1               
RB: 44767, SB: 92249, TC: 14, AC: 1               
RB: 44774, SB: 92252, TC: 14, AC: 1               
RB: 44781, SB: 92255, TC: 14, AC: 1               
RB: 44788, SB: 92258, TC: 14, AC: 1               
RB: 44795, SB: 92261, TC: 14, AC: 1               
RB: 44795, SB: 92264, TC: 14, AC: 1               
RB: 44802, SB: 92264, TC: 14, AC: 1               
RB: 44809, SB: 92267, TC: 14, AC: 1               
RB: 44816, SB: 92270, TC: 14, AC: 1               
RB: 44823, SB: 92273, TC: 14, AC: 1               
RB: 44830, SB: 92276, TC: 14, AC: 1               
RB: 44837, SB: 92279, TC: 14, AC: 1               
RB: 44844, SB: 92282, TC: 14, AC: 1               
RB: 44844, SB: 92285, TC: 14, AC: 1               
RB: 44851, SB: 92285, TC: 14, AC: 1               
RB: 44858, SB: 92288, TC: 14, AC: 1               
RB: 44865, SB: 92291, TC: 14, AC: 1               
RB: 44872, SB: 92294, TC: 14, AC: 1               
RB: 44879, SB: 92297, TC: 14, AC: 1               
RB: 44886, SB: 92300, TC: 14, AC: 1               
RB: 44893, SB: 92303, TC: 14, AC: 1               
RB: 44900, SB: 92306, TC: 14, AC: 1               
RB: 44907, SB: 92309, TC: 14, AC: 1               
RB: 44914, SB: 92312, TC: 14, AC: 1               
RB: 44921, SB: 92315, TC: 14, AC: 1               
RB: 44928, SB: 92318, TC: 14, AC: 1               
RB: 44935, SB: 92321, TC: 14, AC: 1               
RB: 44942, SB: 92324, TC: 14, AC: 1               
RB: 44942, SB: 92327, TC: 14, AC: 1               
RB: 44949, SB: 92327, TC: 14, AC: 1               
RB: 44956, SB: 92330, TC: 14, AC: 1               
RB: 44963, SB: 92333, TC: 14, AC: 1               
RB: 44963, SB: 92336, TC: 14, AC: 1               
RB: 44970, SB: 92336, TC: 14, AC: 1               
RB: 44977, SB: 92339, TC: 14, AC: 1               
RB: 44977, SB: 92342, TC: 14, AC: 1               
RB: 44984, SB: 92342, TC: 14, AC: 1               
RB: 44991, SB: 92345, TC: 14, AC: 1               
RB: 44991, SB: 92348, TC: 14, AC: 1               
RB: 44998, SB: 92348, TC: 14, AC: 1               
RB: 45005, SB: 92351, TC: 14, AC: 1               
RB: 45012, SB: 92354, TC: 14, AC: 1               
RB: 45019, SB: 92357, TC: 14, AC: 1               
RB: 45026, SB: 92360, TC: 14, AC: 1               
RB: 45033, SB: 92363, TC: 14, AC: 1               
RB: 45040, SB: 92366, TC: 14, AC: 1               
RB: 45040, SB: 92369, TC: 14, AC: 1               
RB: 45047, SB: 92369, TC: 14, AC: 1               
RB: 45054, SB: 92372, TC: 14, AC: 1               
RB: 45061, SB: 92375, TC: 14, AC: 1               
RB: 45068, SB: 92378, TC: 14, AC: 1               
RB: 45068, SB: 92381, TC: 14, AC: 1               
RB: 45075, SB: 92381, TC: 14, AC: 1               
RB: 45082, SB: 92384, TC: 14, AC: 1               
RB: 45089, SB: 92387, TC: 14, AC: 1               
RB: 45089, SB: 92390, TC: 14, AC: 1               
RB: 45096, SB: 92390, TC: 14, AC: 1               
RB: 45103, SB: 92393, TC: 14, AC: 1               
RB: 45110, SB: 92396, TC: 14, AC: 1               
RB: 45117, SB: 92399, TC: 14, AC: 1               
RB: 45124, SB: 92402, TC: 14, AC: 1               
RB: 45131, SB: 92405, TC: 14, AC: 1               
RB: 45138, SB: 92408, TC: 14, AC: 1               
RB: 45145, SB: 92411, TC: 14, AC: 1               
RB: 45152, SB: 92414, TC: 14, AC: 1               
RB: 45159, SB: 92417, TC: 14, AC: 1               
RB: 45166, SB: 92420, TC: 14, AC: 1               
RB: 45173, SB: 92423, TC: 14, AC: 1               
RB: 45173, SB: 92426, TC: 14, AC: 1               
RB: 45180, SB: 92426, TC: 14, AC: 1               
RB: 45187, SB: 92429, TC: 14, AC: 1               
RB: 45194, SB: 92432, TC: 14, AC: 1               
RB: 45201, SB: 92435, TC: 14, AC: 1               
RB: 45201, SB: 92438, TC: 14, AC: 1               
RB: 45208, SB: 92438, TC: 14, AC: 1               
RB: 45215, SB: 92441, TC: 14, AC: 1               
RB: 45222, SB: 92444, TC: 14, AC: 1               
RB: 45229, SB: 92447, TC: 14, AC: 1               
RB: 45236, SB: 92450, TC: 14, AC: 1               
RB: 45243, SB: 92453, TC: 14, AC: 1               
RB: 45243, SB: 92456, TC: 14, AC: 1               
RB: 45250, SB: 92456, TC: 14, AC: 1               
RB: 45257, SB: 92459, TC: 14, AC: 1               
RB: 45264, SB: 92462, TC: 14, AC: 1               
RB: 45271, SB: 92465, TC: 14, AC: 1               
RB: 45271, SB: 92468, TC: 14, AC: 1               
RB: 45278, SB: 92468, TC: 14, AC: 1               
RB: 45285, SB: 92471, TC: 14, AC: 1               
RB: 45285, SB: 92474, TC: 14, AC: 1               
RB: 45292, SB: 92474, TC: 14, AC: 1               
RB: 45292, SB: 92477, TC: 14, AC: 1               
RB: 45299, SB: 92477, TC: 14, AC: 1               
RB: 45306, SB: 92480, TC: 14, AC: 1               
RB: 45313, SB: 92483, TC: 14, AC: 1               
RB: 45320, SB: 92486, TC: 14, AC: 1               
RB: 45320, SB: 92489, TC: 14, AC: 1               
RB: 45327, SB: 92489, TC: 14, AC: 1               
RB: 45327, SB: 92492, TC: 14, AC: 1               
RB: 45334, SB: 92492, TC: 14, AC: 1               
RB: 45334, SB: 92495, TC: 14, AC: 1               
RB: 45341, SB: 92495, TC: 14, AC: 1               
RB: 45348, SB: 92498, TC: 14, AC: 1               
RB: 45355, SB: 92501, TC: 14, AC: 1               
RB: 45362, SB: 92504, TC: 14, AC: 1               
RB: 45369, SB: 92507, TC: 14, AC: 1               
RB: 45376, SB: 92510, TC: 14, AC: 1               
RB: 45376, SB: 92513, TC: 14, AC: 1               
RB: 45383, SB: 92513, TC: 14, AC: 1               
RB: 45390, SB: 92516, TC: 14, AC: 1               
RB: 45397, SB: 92519, TC: 14, AC: 1               
RB: 45404, SB: 92522, TC: 14, AC: 1               
RB: 45404, SB: 92525, TC: 14, AC: 1               
RB: 45411, SB: 92525, TC: 14, AC: 1               
RB: 45418, SB: 92528, TC: 14, AC: 1               
RB: 45418, SB: 92531, TC: 14, AC: 1               
RB: 45425, SB: 92531, TC: 14, AC: 1               
RB: 45425, SB: 92534, TC: 14, AC: 1               
RB: 45432, SB: 92534, TC: 14, AC: 1               
RB: 45432, SB: 92537, TC: 14, AC: 1               
RB: 45439, SB: 92537, TC: 14, AC: 1               
RB: 45446, SB: 92540, TC: 14, AC: 1               
RB: 45453, SB: 92543, TC: 14, AC: 1               





===========================

Time exceeded

===========================







Connection to a.pinggy.io closed by remote host.

